rank_primary_rank_replace,stock_id,pred_score_primary_rank_replace,rank_lgbm_rank_replace,pred_score_lgbm_rank_replace,stock_prefix,model_count,top5_vote_count,top20_vote_count,top5_borda,top20_borda,avg_rank_fill,min_rank_fill,ensemble_score,ensemble_rank_before_stage2,recent_return_5,recent_return_10,recent_return_20,volatility_20,max_drawdown_20,overheat_return,volatility_20_rank,overheat_rank,drawdown_rank,risk_score,selection_strategy,stage2_pool_member,stage2_selection_rank,gate_primary_source,gate_overheat_threshold,gate_primary_top5_overheat_mean,gate_use_defense,gate_defense_strategy,selected,weight,rank,pred_score
45,601398,0.6844563,131,0.0043235599155951,601,2,0,0,0,0,88.0,45,-88.0,68,-0.0012919896640826156,0.026560424966799667,0.07063711911357351,0.014639120724595871,0.023255813953488413,0.026560424966799667,0.15333333333333332,0.2966666666666667,0.11,0.19266666666666665,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,68,-9999.000088
60,000617,0.5349806,118,0.0049701574600693,000,2,0,0,0,0,89.0,60,-89.0,69,0.0,0.05513016845329255,0.03143712574850288,0.023146768938566854,0.046715328467153205,0.05513016845329255,0.39666666666666667,0.5666666666666667,0.31,0.4345,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,69,-9999.000089
55,601288,0.59494615,124,0.0045190120486457,601,2,0,0,0,0,89.5,55,-89.5,70,0.016641452344931862,0.05494505494505497,0.07692307692307687,0.016440180688477447,0.028006589785831926,0.05494505494505497,0.20666666666666667,0.5633333333333334,0.14666666666666667,0.3165,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,70,-9999.0000895
87,601058,0.36882758,95,0.0074839792113198,601,2,0,0,0,0,91.0,87,-91.0,71,0.025563909774436233,0.045210727969348774,0.14429530201342278,0.030309470282095623,0.060231660231660156,0.045210727969348774,0.5666666666666667,0.4533333333333333,0.4033333333333333,0.48616666666666664,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,71,-9999.000091
84,603799,0.39552313,103,0.0067060970989246,603,2,0,0,0,0,93.5,84,-93.5,72,0.10660038663352656,0.01571609632446136,-0.15960570469798652,0.037900800570165045,0.24968918358889347,0.10660038663352656,0.72,0.8633333333333333,0.83,0.7976666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,72,-9999.0000935
53,601939,0.6002853,136,0.0041320101716895,601,2,0,0,0,0,94.5,53,-94.5,73,-0.007662835249042099,0.017681728880157177,0.07535970545014758,0.018844447487476296,0.03732809430255413,0.017681728880157177,0.2966666666666667,0.20333333333333334,0.24666666666666667,0.2515,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,73,-9999.0000945
52,000630,0.61393553,138,0.0040501309487746,000,2,0,0,0,0,95.0,52,-95.0,74,0.07130434782608708,0.05119453924914685,-0.03296703296703285,0.029933982710136676,0.11128284389489962,0.07130434782608708,0.5566666666666666,0.7,0.6366666666666667,0.6268333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,74,-9999.000095
57,601988,0.56587714,133,0.004277495232042,601,2,0,0,0,0,95.0,57,-95.0,75,-0.013157894736842035,0.013513513513513598,0.056223128966574665,0.01680817227134404,0.0328947368421052,0.013513513513513598,0.22333333333333333,0.18,0.21,0.2048333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,75,-9999.000095
114,601825,0.24634197,76,0.0096069832499504,601,2,0,0,0,0,95.0,76,-95.0,76,0.006031363088057962,0.06242038216560508,0.06242038216560508,0.01849855142631644,0.020460358056266004,0.06242038216560508,0.28,0.64,0.08666666666666667,0.35766666666666663,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,76,-9999.000095
36,300308,0.74285525,156,0.0031577777800776,300,2,0,0,0,0,96.0,36,-96.0,77,0.07264940239043827,-0.028032490974729263,-0.11726229508196717,0.05830354550707888,0.2287716535433072,0.07264940239043827,0.93,0.7133333333333334,0.8166666666666667,0.8258333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,77,-9999.000096
28,000776,0.8144456,166,0.0029960160056919,000,2,0,0,0,0,97.0,28,-97.0,78,-0.03609154929577463,0.031073446327683607,-0.05846947549441106,0.03320841239782254,0.14561544650040226,0.031073446327683607,0.6266666666666667,0.33666666666666667,0.7,0.5435000000000001,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,78,-9999.000097
97,600000,0.3052606,97,0.0073630254721681,600,2,0,0,0,0,97.0,97,-97.0,79,-0.009846827133479286,0.03129033803266612,0.08563095149143196,0.012096028906608084,0.020787746170678245,0.03129033803266612,0.056666666666666664,0.3433333333333333,0.09,0.1653333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,79,-9999.000097
78,600150,0.43800443,120,0.0048630909945958,600,2,0,0,0,0,99.0,78,-99.0,80,0.015752802181157266,-0.008843998190628755,0.009450634769234467,0.033614117624696786,0.14080765143464402,0.015752802181157266,0.6366666666666667,0.19333333333333333,0.69,0.49483333333333335,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,80,-9999.000099
103,601628,0.2971204,96,0.0074129914811782,601,2,0,0,0,0,99.5,96,-99.5,81,-0.021428571428571352,0.05300821627352237,0.13032211057194987,0.030516678830595313,0.047927150730889045,0.05300821627352237,0.5733333333333334,0.55,0.31666666666666665,0.5010000000000001,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,81,-9999.0000995
167,002625,0.046676565,35,0.0230373132775088,002,2,0,0,0,0,101.0,35,-101.0,82,0.15367565570742525,0.11217948717948723,0.07763977319840798,0.03344644881706149,0.17859365276913497,0.15367565570742525,0.6333333333333333,0.95,0.7566666666666667,0.775,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,82,-9999.000101
96,601059,0.30692038,106,0.0064905232864318,601,2,0,0,0,0,101.0,96,-101.0,83,-0.016129032258064613,0.006108735491753281,0.01792336217552526,0.017734308752790924,0.04526987811955896,0.006108735491753281,0.25333333333333335,0.15,0.29,0.22633333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,83,-9999.000101
80,601225,0.43330133,123,0.004527221490398,601,2,0,0,0,0,101.5,80,-101.5,84,-0.01760000000000006,0.025469728601252628,0.16952380952380963,0.029915699675076814,0.04080000000000006,0.025469728601252628,0.5533333333333333,0.27666666666666667,0.26666666666666666,0.38483333333333336,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,84,-9999.0001015
178,002916,-0.0116073005,30,0.0245142511855105,002,2,0,0,0,0,104.0,30,-104.0,85,0.08965347145147362,-0.10200970553113653,-0.18592224064860874,0.05676445209715871,0.29163572832496176,0.08965347145147362,0.9133333333333333,0.8033333333333333,0.8833333333333333,0.8673333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,85,-9999.000104
79,600061,0.4357376,129,0.0044401465043054,600,2,0,0,0,0,104.0,79,-104.0,86,-0.02442748091603042,-0.013888888888888729,-0.004601909019249617,0.01684553174000077,0.05688622754491013,-0.013888888888888729,0.22666666666666666,0.07666666666666666,0.37666666666666665,0.21166666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,86,-9999.000104
49,300502,0.656476,160,0.0030815392172988,300,2,0,0,0,0,104.5,49,-104.5,87,-0.0372549019607844,-0.04195121951219516,-0.11842861246768166,0.06385506278226122,0.21578253706754524,-0.0372549019607844,0.9566666666666667,0.03333333333333333,0.8066666666666666,0.5960000000000001,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,87,-9999.0001045
105,601009,0.28462476,105,0.0065355974505773,601,2,0,0,0,0,105.0,105,-105.0,88,-0.0008873114463175957,0.037788018433179804,0.09639727361246342,0.014260539905276082,0.015084294587400127,0.037788018433179804,0.13333333333333333,0.4,0.03666666666666667,0.20249999999999999,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,88,-9999.000105
61,601328,0.5288529,151,0.0033010995130624,601,2,0,0,0,0,106.0,61,-106.0,89,-0.002844950213371389,0.03545051698670609,0.09483368681982318,0.015196787664369667,0.031294452347083945,0.03545051698670609,0.17666666666666667,0.37666666666666665,0.18666666666666668,0.24916666666666668,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,89,-9999.000106
62,601211,0.5211516,153,0.0032544849519213,601,2,0,0,0,0,107.5,62,-107.5,90,-0.004203888596952088,0.033260632497273734,0.04522890237175958,0.0214589085011417,0.08232323232323235,0.033260632497273734,0.36666666666666664,0.36666666666666664,0.5433333333333333,0.4108333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,90,-9999.0001075
172,000725,0.01765791,45,0.0194207551349682,000,2,0,0,0,0,108.5,45,-108.5,91,0.031088082901554293,-0.12591508052708644,-0.24905660377358496,0.05860507963055159,0.3637362637362638,0.031088082901554293,0.9333333333333333,0.34,0.9433333333333334,0.7281666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,91,-9999.0001085
109,601066,0.27263254,108,0.0061260567465905,601,2,0,0,0,0,108.5,108,-108.5,92,-0.007876969242310627,-0.007876969242310627,-0.10217243720298697,0.02966373613003424,0.13128957014328557,-0.007876969242310627,0.5433333333333333,0.09,0.67,0.41633333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,92,-9999.0001085
163,000338,0.06404711,57,0.0150078032901832,000,2,0,0,0,0,110.0,57,-110.0,93,0.17126389460683433,0.06954887218045114,0.08629247804505535,0.04226962957754511,0.18270524899057883,0.17126389460683433,0.7666666666666667,0.97,0.77,0.8386666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,93,-9999.00011
158,600016,0.08593158,62,0.0121409606044788,600,2,0,0,0,0,110.0,62,-110.0,94,0.0,0.04747774480712175,0.08971329962649532,0.011712999952823723,0.011299435028248705,0.04747774480712175,0.04666666666666667,0.4866666666666667,0.01,0.1915,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,94,-9999.00011
81,601169,0.42284492,141,0.0036916938629441,601,2,0,0,0,0,111.0,81,-111.0,95,-0.01171875,0.02016129032258074,0.07712933252983611,0.010913936080035363,0.017578125,0.02016129032258074,0.02,0.22,0.056666666666666664,0.09916666666666665,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,95,-9999.000111
82,600015,0.41492695,143,0.0035994916291328,600,2,0,0,0,0,112.5,82,-112.5,96,0.004297994269341077,0.021865889212827838,0.07515337423312873,0.01127898020503003,0.01719197707736375,0.021865889212827838,0.03,0.25,0.05,0.11199999999999999,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,96,-9999.0001125
112,600938,0.2640593,113,0.005767809394931,600,2,0,0,0,0,112.5,112,-112.5,97,-0.010040790712268488,0.09472588480222077,0.17386166307316087,0.030411467048492485,0.043649590785086345,0.09472588480222077,0.57,0.82,0.27666666666666667,0.5841666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,97,-9999.0001125
202,300014,-0.10738464,25,0.026149120770541,300,2,0,0,0,0,113.5,25,-113.5,98,0.08164867517173713,0.06513335910320839,-0.14690402476780184,0.029201342286393775,0.2165154544056589,0.08164867517173713,0.53,0.7633333333333333,0.81,0.6816666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,98,-9999.0001135
129,002142,0.1936855,99,0.0072584970048009,002,2,0,0,0,0,114.0,99,-114.0,99,-0.015740740740740722,0.016702521649035074,0.06628164331592568,0.018338418368531357,0.03179012345679,0.016702521649035074,0.27666666666666667,0.2,0.19333333333333333,0.229,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,99,-9999.000114
104,601857,0.28938833,125,0.0045165828636461,601,2,0,0,0,0,114.5,104,-114.5,100,-0.009990917347865613,0.12836438923395455,0.22197309417040367,0.023511537112120087,0.03088101725703918,0.12836438923395455,0.41333333333333333,0.9233333333333333,0.17333333333333334,0.5318333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,100,-9999.0001145
184,688126,-0.03648139,48,0.0183809548691257,688,2,0,0,0,0,116.0,48,-116.0,101,0.055335968379446765,-0.2554378137200223,-0.3153846153846155,0.06581847790682524,0.3838285435947394,0.055335968379446765,0.97,0.5733333333333334,0.9533333333333334,0.827,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,101,-9999.000116
176,300251,-0.004347902,58,0.0141082733053757,300,2,0,0,0,0,117.0,58,-117.0,102,-0.06198347107438007,-0.03813559322033888,0.0365296803652968,0.04611604515438626,0.1805453205600589,-0.03813559322033888,0.81,0.03,0.76,0.5245000000000001,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,102,-9999.000117
166,600111,0.052655686,68,0.0108293568607796,600,2,0,0,0,0,117.0,68,-117.0,103,0.05055880787653,0.012827090815803022,-0.17093658126837463,0.031061288487524846,0.22894791023265393,0.05055880787653,0.5933333333333334,0.5233333333333333,0.82,0.6255,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,103,-9999.000117
22,600030,0.84419495,214,0.0015911867828941,600,2,0,0,0,0,118.0,22,-118.0,104,-0.0007072135785007871,0.004978662873399875,-0.008073008073008037,0.017841634915078192,0.06345436036647434,0.004978662873399875,0.2633333333333333,0.14666666666666667,0.4166666666666667,0.26083333333333336,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,104,-9999.000118
37,601919,0.7368497,203,0.0017831205743476,601,2,0,0,0,0,120.0,37,-120.0,105,0.0254521098459477,0.08427762039660047,0.14253731343283582,0.01366945814183212,0.010729613733905685,0.08427762039660047,0.1,0.78,0.006666666666666667,0.3146666666666666,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,105,-9999.00012
71,000807,0.4721108,172,0.0026063332002478,000,2,0,0,0,0,121.5,71,-121.5,106,-0.015372790161414462,0.11101474414570678,0.10621761658031081,0.03629149809072557,0.05470785262374389,0.11101474414570678,0.6833333333333333,0.8833333333333333,0.36666666666666664,0.6741666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,106,-9999.0001215
193,000975,-0.06698681,53,0.0158529331632079,000,2,0,0,0,0,123.0,53,-123.0,107,0.18105263157894735,0.14959016393442615,0.2859598853868195,0.045253853106839374,0.08213755566551217,0.18105263157894735,0.7966666666666666,0.9733333333333334,0.5366666666666666,0.7935,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,107,-9999.000123
69,600926,0.503519,178,0.0023416915631056,600,2,0,0,0,0,123.5,69,-123.5,108,0.006349206349206327,0.025226390685640476,0.0609103078982598,0.013903263723906165,0.01899936668777713,0.025226390685640476,0.11666666666666667,0.2733333333333333,0.07,0.15983333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,108,-9999.0001235
125,601077,0.21032642,122,0.0045373120281061,601,2,0,0,0,0,123.5,122,-123.5,109,-0.03377386196769461,-0.0015174506828528056,0.03296703296703285,0.018797165823639595,0.03377386196769461,-0.0015174506828528056,0.29,0.11333333333333333,0.22,0.21066666666666664,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,109,-9999.0001235
180,002475,-0.019919407,70,0.0105355008873703,002,2,0,0,0,0,125.0,70,-125.0,110,0.10721830985915481,0.06887137155914447,-0.03457835383524743,0.04519189389137805,0.19123137474637508,0.10721830985915481,0.7933333333333333,0.8666666666666667,0.78,0.8156666666666668,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,110,-9999.000125
207,600893,-0.13345677,47,0.0187095338562991,600,2,0,0,0,0,127.0,47,-127.0,111,0.0603318250377074,0.06097192876546931,-0.05713519313304727,0.03312518100054883,0.17756296107860592,0.06097192876546931,0.6233333333333333,0.6233333333333333,0.7466666666666667,0.6541666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,111,-9999.000127
124,601916,0.21133295,130,0.004334693761076,601,2,0,0,0,0,127.0,124,-127.0,112,0.003472222222222321,0.03584229390680993,0.054744525547445244,0.019285957904368288,0.045774647887323994,0.03584229390680993,0.31333333333333335,0.38333333333333336,0.3,0.3345,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,112,-9999.000127
209,688506,-0.14390045,46,0.0192971464976926,688,2,0,0,0,0,127.5,46,-127.5,113,-0.06832242712671022,0.04552888948229272,0.05461095586007225,0.04684189675086912,0.11885294117647072,0.04552888948229272,0.8233333333333334,0.45666666666666667,0.6566666666666666,0.6533333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,113,-9999.0001275
54,601668,0.5949912,201,0.0018311828439215,601,2,0,0,0,0,127.5,54,-127.5,114,-0.004301075268817178,0.0583880780606616,0.11611833686397044,0.010999588342759966,0.014893617021276673,0.0583880780606616,0.023333333333333334,0.6033333333333334,0.03333333333333333,0.22883333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,114,-9999.0001275
168,002027,0.044566248,88,0.0084994475557063,002,2,0,0,0,0,128.0,88,-128.0,115,0.0,0.08421052631578951,0.11147495257586049,0.018659685636614878,0.029644268774703497,0.08421052631578951,0.2833333333333333,0.7766666666666666,0.16333333333333333,0.426,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,115,-9999.000128
48,600919,0.6651729,210,0.0016538169511969,600,2,0,0,0,0,129.0,48,-129.0,116,-0.0026064291920069316,0.02317290552584672,0.05274231170664612,0.014548257824261605,0.017467248908296984,0.02317290552584672,0.15,0.26,0.05333333333333334,0.16433333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,116,-9999.000129
143,600023,0.13674474,117,0.0051481567009605,600,2,0,0,0,0,130.0,117,-130.0,117,0.0037453183520599342,-0.009242144177449174,0.015151515151515138,0.02456892307998179,0.08592321755027421,0.0037453183520599342,0.43333333333333335,0.13333333333333333,0.5566666666666666,0.35916666666666663,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,117,-9999.00013
196,601127,-0.074277945,65,0.0110068385950541,601,2,0,0,0,0,130.5,65,-130.5,118,-0.003596475454054948,0.027824151363383454,-0.08745059288537538,0.030926027522258908,0.1368046571798187,0.027824151363383454,0.5866666666666667,0.30333333333333334,0.6866666666666666,0.5125,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,118,-9999.0001305
88,601995,0.36788875,173,0.0025968712400122,601,2,0,0,0,0,130.5,88,-130.5,119,-0.0008335648791329975,0.01668080294034513,-0.006629834254143652,0.030747012491212044,0.07720396452790823,0.01668080294034513,0.5766666666666667,0.19666666666666666,0.5166666666666667,0.42866666666666664,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,119,-9999.0001305
76,601658,0.45038056,187,0.0021096632533113,601,2,0,0,0,0,131.5,76,-131.5,120,-0.01737451737451734,0.007920792079207928,0.044876245317373664,0.010904110916503531,0.025096525096525046,0.007920792079207928,0.016666666666666666,0.16,0.12666666666666668,0.09433333333333332,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,120,-9999.0001315
183,601012,-0.036083315,80,0.0089725662053617,601,2,0,0,0,0,131.5,80,-131.5,121,0.053333333333333455,0.08684436801375761,-0.013270882123341154,0.024789691736439797,0.1182714177407127,0.08684436801375761,0.44,0.7866666666666666,0.6533333333333333,0.6146666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,121,-9999.0001315
95,601229,0.3225764,168,0.0028679621648952,601,2,0,0,0,0,131.5,95,-131.5,122,-0.012931034482758785,0.007700770077007535,0.030371203599549812,0.012637734958533473,0.01939655172413801,0.007700770077007535,0.07,0.15666666666666668,0.07666666666666666,0.10200000000000001,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,122,-9999.0001315
75,601318,0.45333374,190,0.0020185825920532,601,2,0,0,0,0,132.5,75,-132.5,123,0.0033815517565281006,0.07833636180092873,0.09897119341563787,0.017802308746298658,0.016390423572744117,0.07833636180092873,0.26,0.74,0.043333333333333335,0.37383333333333335,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,123,-9999.0001325
199,600346,-0.086746685,73,0.0099122866933778,600,2,0,0,0,0,136.0,73,-136.0,124,0.05555555555555558,0.08933333333333349,-0.1354497354497355,0.03786770624834993,0.1995731056563501,0.08933333333333349,0.7166666666666667,0.7966666666666666,0.79,0.763,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,124,-9999.000136
206,600026,-0.12297798,67,0.0108369694675856,600,2,0,0,0,0,136.5,67,-136.5,125,0.09779614325068886,0.06484505205852553,-0.12534652408454805,0.03597814829820944,0.1872425574633091,0.09779614325068886,0.6733333333333333,0.8266666666666667,0.7733333333333333,0.752,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,125,-9999.0001365
107,600958,0.28398532,167,0.0029275667983271,600,2,0,0,0,0,137.0,107,-137.0,126,-0.0011001100110010764,0.02805775988506154,-0.020742450236064802,0.017032252630715998,0.07479508196721318,0.02805775988506154,0.23,0.31,0.5033333333333333,0.32633333333333336,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,126,-9999.000137
77,600019,0.44830862,199,0.0019102766707527,600,2,0,0,0,0,138.0,77,-138.0,127,0.008488964346349714,0.08000000000000007,0.07220216606498209,0.01441602263836515,0.03362831858407078,0.08000000000000007,0.14,0.7533333333333333,0.21666666666666667,0.37383333333333335,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,127,-9999.000138
233,688111,-0.32122034,44,0.0200240856593674,688,2,0,0,0,0,138.5,44,-138.5,128,-0.01420559217259576,0.06290002207018319,0.1321341885071221,0.04157308792537179,0.0832963037770148,0.06290002207018319,0.7633333333333333,0.65,0.5466666666666666,0.6695,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,128,-9999.0001385
134,601788,0.17713872,145,0.003579265715775,601,2,0,0,0,0,139.5,134,-139.5,129,-0.017508417508417584,-0.017508417508417584,0.0,0.020655322461513807,0.06679636835278846,-0.017508417508417584,0.3466666666666667,0.07,0.43666666666666665,0.2723333333333333,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,129,-9999.0001395
115,001280,0.24439889,165,0.0030017793847231,001,2,0,0,0,0,140.0,115,-140.0,130,0.08015536723163841,0.030660377358490587,-0.08857687372013656,0.030990142508769022,0.1487584574850298,0.08015536723163841,0.59,0.7566666666666667,0.7033333333333334,0.6766666666666665,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,130,-9999.00014
110,601998,0.26990366,171,0.0027222111020006,601,2,0,0,0,0,140.5,110,-140.5,131,0.02119205298013238,0.05040871934604918,0.0813464235624124,0.014016859480468982,0.014784946236559127,0.05040871934604918,0.12,0.52,0.03,0.2375,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,131,-9999.0001405
155,601601,0.100196265,126,0.00446438781252,601,2,0,0,0,0,140.5,126,-140.5,132,-0.00031615554852992833,0.1097324445798471,0.11880691772121543,0.025068365691301473,0.03626943005181349,0.1097324445798471,0.45,0.8766666666666667,0.23333333333333334,0.5451666666666667,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,132,-9999.0001405
256,002028,-0.6566441,26,0.0255360658685026,002,2,0,0,0,0,141.0,26,-141.0,133,0.11089108910891077,0.055172413793103336,-0.028046913823505548,0.042741251081700925,0.15227952507697806,0.11089108910891077,0.77,0.88,0.71,0.7935000000000001,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,133,-9999.000141
138,601881,0.15330869,146,0.0035514340864562,601,2,0,0,0,0,142.0,138,-142.0,134,-0.019546520719311955,-0.020312350127892564,0.01314799057464966,0.019731157217636998,0.06331462186907955,-0.019546520719311955,0.3233333333333333,0.06666666666666667,0.41333333333333333,0.256,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,134,-9999.000142
94,688303,0.33071977,195,0.0019598663169136,688,2,0,0,0,0,144.5,94,-144.5,135,0.021673690547862723,0.09202059202059187,-0.016231884057971047,0.02857676546618152,0.13570634037819806,0.09202059202059187,0.5133333333333333,0.8133333333333334,0.6833333333333333,0.6608333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,135,-9999.0001445
237,002415,-0.4434095,54,0.0157197136022792,002,2,0,0,0,0,145.5,54,-145.5,136,0.07905484247374561,0.1144923169629406,0.12124886329190665,0.021953302759949226,0.06329471602147496,0.1144923169629406,0.38333333333333336,0.9,0.41,0.5708333333333334,ensemble_gate_overheat_top5,False,,primary_rank_replace,0.65,0.398,False,ensemble_low_overheat_top5,False,0.0,136,-9999.0001455
